pimas,0.23844935263007921
waift,0.3794308580265644
fusee,0.2907993762491514
supes,0.2159497558432825
limby,0.4454931738508992
henry,0.33576601126443334
wonts,0.2514512631488727
rugae,0.31319771889577824
teene,0.33899865334802465
stude,0.32119787286269996
rises,0.19847610809543068
renga,0.3348413330947135
ictal,0.43127714480806445
coria,0.2836416956076849
knots,0.29046482788127226
mewed,0.3830498621382812
obols,0.3114194313458158
acton,0.4219093742714922
vibey,0.3522452789903078
goads,0.21790371029077546
broch,0.4575479526719058
navvy,0.4512406182055067
canal,0.33471303311685446
perms,0.23017946456906943
moola,0.35203419391734636
tifts,0.30591279562358187
filmi,0.48846076785016973
hicks,0.31953352140879987
cames,0.1711489124381366
goban,0.3695484748249444
blume,0.3983811400367052
farce,0.29011579638959234
puker,0.35335598622307834
fovea,0.29520025256440324
didos,0.27361336807327863
licks,0.30068490642037693
ghats,0.2709878293198762
torte,0.27697780169621133
pails,0.20259534067310583
kukri,0.49802498654439203
pandy,0.34562166135447625
paler,0.24896012710296267
wyled,0.40457378960046614
tooth,0.43473846069960836
loopy,0.40554214448875237
troke,0.3266587626829725
testy,0.33320904920803834
bathe,0.3059789770890878
exile,0.39638942313091685
meshy,0.3596943480498985
duets,0.2394417822565661
scowl,0.41496342729341695
nomos,0.28035773147360327
decan,0.3388363641558211
embay,0.4111715784996021
zambo,0.445694342554886
kusso,0.4022673482877561
latah,0.3617382463643199
tardo,0.30314962981110644
manic,0.3596617670817287
saner,0.19288466218574798
fiche,0.40687127367355586
drent,0.3649392479198161
benis,0.21630961015248723
robes,0.18939645728058035
matey,0.2477601175261527
dryly,0.44556404386611265
sumac,0.34256710563216397
yeggs,0.30017637938281205
trios,0.23039256495879448
kophs,0.30148931992348915
defat,0.34402852424779695
nagas,0.24445109865983725
dewar,0.34746786234999716
helve,0.393630241003841
spoon,0.39160044154886026
dsomo,0.4569755849775139
unmix,0.5658287408113307
basan,0.32572248469841275
chaff,0.5341943524509702
dikey,0.3278972182986883
nanas,0.23528912755774925
every,0.41317094590195
mezze,0.46684099439188353
bhels,0.2677322524909282
gavel,0.30885205206014205
bromo,0.44858242431276785
gucky,0.5031295277295442
swoon,0.40400159774144356
gorps,0.24260514267293262
rybat,0.417591154613391
kabar,0.3866909156353165
borks,0.24440642035374233
docos,0.27817389255492186
recta,0.32179066883273577
elpee,0.36977955582429173
meint,0.334918013868236
parvo,0.35197902453947766
lytes,0.22188141877659934
toise,0.24638143262206413
tumpy,0.4540277058344816
timer,0.3041070191070077
ramis,0.20810067597046927
nikah,0.416029205684569
coarb,0.33508885230072694
beths,0.2583836507930145
atocs,0.2575636499595843
cutty,0.4344390739264627
akita,0.38777246721050784
quern,0.4220199507559697
oaten,0.24804928511544536
unked,0.4244635521235168
varas,0.22928117554918462
wrawl,0.4590160178678905
thuya,0.45406005074381256
appal,0.46812677042111156
tilts,0.26005661804201685
beaty,0.29246646115177405
sucre,0.2801100622017571
zaxes,0.22284602286305125
shivs,0.32110045804404075
attar,0.39885307687878124
vires,0.20105855193937947
prang,0.4052965948419975
