word,expected_entropy,frequency
ajies,5.01852674579006,0
ajiva,2.79423165243265,0
ajuga,2.67001954920001,31146
ajwan,2.80916503582771,0
akees,4.5753457473639,0
akela,3.99677798513603,28395
akene,4.26178984954447,0
aking,3.98605362267426,105864
akita,3.9087548312471,440387
akkas,3.09865818383802,0
alaap,3.17619852589174,0
alack,3.56056676832929,38913
alamo,3.99495557864855,2162395
aland,4.1064620088,874439
alane,4.72884633061079,34667
alang,3.83047622151181,48219
alans,4.60057605659568,34103
alant,4.48782937468703,0
alapa,3.09490759719117,0
alaps,4.26134713961503,0
alarm,4.11612331371018,17059844
alary,3.98602429218678,13261
alate,4.97405515773961,0
alays,4.0967802597845,0
albas,4.07485974550182,0
albee,4.39338488607407,239116
album,3.79660520134145,77914316
alcid,4.55609109238383,0
alcos,4.9987475993613,0
aldea,4.42550412701498,47423
alder,5.346325669085,972850
aldol,4.01513783255052,32614
aleck,4.52784902064291,69914
alecs,5.41327187875683,0
alefs,5.0851236982264,0
aleft,4.92118227387764,0
aleph,4.78589256493188,692035
alert,5.64574737079297,32472727
alews,5.17824668764612,0
aleye,4.32638558461041,0
alfas,4.03345592762213,23952
algae,4.35074139634615,2068644
algal,3.10779979689841,510781
algas,4.21454967582738,36273
algid,4.47964831152616,0
algin,4.51928500947749,0
algor,4.81165490299369,79868
algum,3.95558702007424,21242
alias,4.69499467106381,7132147
alibi,3.70054039665604,448710
alien,5.4549070429387,10490554
alifs,4.85637534161422,0
align,4.56349891812332,5478643
alike,5.00248721946285,6220739
aline,5.41307859428193,267309
alist,5.43944230741115,270374
alive,4.90845305673967,16064787
aliya,3.70527953758514,86771
alkie,4.94253381211215,0
alkos,4.74493425186292,0
alkyd,3.68979456403941,101898
alkyl,3.09640503259678,637228
allay,2.95688544484553,203474
allee,4.1239815543468,204946
allel,3.89440805403529,39827
alley,4.18946380088341,4541475
allis,4.59675181287431,603850
allod,4.00666736342037,0
allot,4.40847263859774,396325
allow,3.67622037144275,67052567
alloy,3.69022245267519,5468839
allyl,2.83104093115491,130966
almah,3.81856058579776,0
almas,4.23984013104144,48769
almeh,4.97854405747672,0
almes,5.40009324285184,44838
almud,4.17550104109631,0
almug,3.99321498675565,0
alods,5.14847961466582,0
aloed,5.2601482895084,0
aloes,5.73686495066678,66464
aloft,4.72406038497458,497342
aloha,4.10777599858043,2099181
aloin,4.92768479372491,0
alone,5.39085703613004,39326417
along,4.59046768369622,83444756
aloof,3.74874762984273,294291
aloos,4.61531452810807,0
aloud,4.57048485564481,3743858
alowe,4.97334234810392,0
alpha,3.5795371635495,27832836
altar,4.58247190570452,2627835
alter,5.6426671866016,7831337
altho,4.86699202362542,159231
altos,5.41130983669301,1143776
alula,3.17403150375652,13600
alums,4.71460697222908,271859
alure,5.32508626305438,0
alvar,3.87849994963086,106564
alway,3.27210776359523,201600
amahs,4.0899596734517,0
amain,3.89725770886116,28001
amass,3.54468465423808,181774
amate,4.64064260372539,27910
amaut,3.91507400199678,0
amaze,3.56454710630886,791672
amban,3.29938364037212,0
amber,4.75834757044312,11065507
ambit,4.35558875488312,247267
amble,4.60201322455012,141586
ambos,4.41681139530633,104687
ambry,3.82660015782865,16543
ameba,3.65797884459528,0
ameer,4.62081954198829,56160
amend,4.77234477192606,7806844
amene,4.47033972533351,0
amens,5.21502304170759,0
ament,5.09246475323438,68334
amias,4.28983196151616,0
amice,4.91274393286365,0
amici,3.59742169559971,498099
amide,4.91580364367288,316773
amido,4.3680214850846,25154
amids,4.78583903803236,0
amies,5.41688339205184,35247
amiga,3.47189503871525,2201683
amigo,4.18598493235135,1094662
amine,5.03584076464434,689951
amino,4.48252303030191,8273641
amins,4.91621603594293,0
amirs,5.17906619968568,0
amiss,4.29053016422244,271389
amity,4.4011216933054,540428
amlas,4.16648497498578,0
amman,2.92434607287624,907030
ammon,3.68225052893241,296510
ammos,4.09520474402324,0
amnia,3.73080890106248,0
amnic,4.24527151701249,0
amnio,4.42866710410775,26543
amoks,4.48602985288227,0
amole,5.15528253449276,0
among,4.23746076353577,83431590
amort,5.15985543447873,52215
amour,4.64235331916096,1346779
amove,4.49828777511006,0
amowt,4.45799184731696,0
amped,4.56691235703198,318536
ample,4.73837713038169,3187842
amply,3.74178600962316,321480
ampul,3.95886239343059,0
amrit,5.03440455398554,117386
amuck,3.64920589585844,70822
amuse,4.96166878750315,554922
amyls,4.40694604013721,0
anana,2.59316831384018,0
anata,3.59638955334437,97604
ancho,4.39558573517821,95151
ancle,5.062153573026,0
ancon,3.80684549084244,27256
andro,4.8331585819758,154794
anear,4.65937857181801,0
anele,4.78150407786965,62912
anent,4.63817789684444,27966
angas,4.04335155641595,37853
angel,4.9220714428797,25294123
anger,5.05550141630644,7991036
angle,4.94013230155199,17016075
anglo,4.490182011406,2798286
angry,4.15698523780722,9267505
angst,4.80021132113707,1232364
anigh,4.43107150299578,0
anile,5.42185897380191,14401
anils,5.30555895703616,0
anima,3.77229600061954,559141
anime,5.03868695489065,31334688
animi,3.70399517650452,21791
anion,4.07945760979633,504530
anise,5.53896838075141,324336
anker,4.90957428153569,175826
ankhs,4.4346060430503,0
ankle,4.78777289835415,4146793
ankus,4.37760076830574,0
anlas,4.4179953872573,0
annal,3.33363156985401,91257
annas,3.65727542343916,115640
annat,3.5805776800481,53865
annex,3.74227427879106,8465905
annoy,3.57282511397144,1497815
annul,3.80735366529113,146490
anoas,4.55877096961583,0
anode,5.12622603567513,768949
anole,5.37670046171356,39883
anomy,4.1290441554609,22835
ansae,4.72506678119997,0
antae,4.7387627502232,0
antar,4.50051374525875,62848
antas,4.58243445377257,14611
anted,5.22452460584309,16159
antes,5.71174419987603,472677
antic,4.72692526951131,147936
antis,5.34819022668729,61179
antra,4.39223042566624,14888
antre,5.6201398570014,0
antsy,4.6731702572103,82656
anura,4.00559418754936,97111
anvil,4.30579124310988,936808
anyon,3.52814242550031,37349
aorta,4.69103283513199,641057
apace,4.23503289547294,154873
apage,4.03340867098072,0
apaid,3.87912815050681,0
apart,4.38794224589439,16507181
apayd,3.24705304192841,0
apays,3.70305520524053,0
apeak,3.68324311010203,0
apeek,3.94989656425493,0
apers,5.42115736260688,39349
apert,5.30183927128351,36425
apery,4.63470213261156,0
apgar,3.74616382243533,114178
aphid,4.32075384691686,295138
aphis,4.77193756827758,389447
apian,3.91881133915186,0
aping,4.15942901724352,42534
apiol,4.63395045817624,0
apish,4.76841147410561,0
apism,4.50726282281778,0
apnea,4.19736164847594,950562
apode,4.88645471113044,0
apods,4.76000397625734,0
apoop,3.03184592960038,0
aport,5.121205822807,0
appal,2.99341808463536,27269
appay,2.47441346895189,0
appel,4.23152160130479,812311
apple,4.25890126580302,50551171
apply,3.24206970489044,76341478
appro,3.95461238964943,352278
appui,3.33502506263623,68595
appuy,2.94201907791549,0
apres,5.53602105904997,282360
apron,4.73603053404653,1617357
apses,4.61450149170081,0
apsis,4.185341704657,53093
apsos,4.1513274391056,17502
apted,5.00058171226849,47832
apter,5.32270393662319,75596
aptly,4.26044532599287,598371
aquae,3.55628878031286,38767
aquas,3.4525927188505,0
araba,3.24182096398762,85785
araks,4.34251121638345,0
arame,4.69699390270705,0
arars,4.15809026183949,32570
arbas,4.29051742235692,0
arbor,4.04322588350774,5057261
arced,5.22350036986009,26654
archi,4.59156707606474,260000
arcos,5.22277306182556,151492
arcus,4.95743770954122,129194
ardeb,4.95191184711517,0
ardor,4.3419362761544,155258
ardri,4.20425873502654,0
aread,4.65410202318366,0
areae,4.32793963286167,0
areal,4.75745896400818,289091
arear,4.12411737642595,0
areas,5.08466127489297,121986327
areca,4.5502944494206,78703
aredd,4.55978319409852,0
arede,4.86315702810242,0
arefy,4.49093765973608,0
areic,5.2167005057086,0
arena,4.67240517617666,13966572
arene,5.00601698896714,37383
arepa,4.34673615128562,0
arere,4.36189337453188,0
arete,5.24275402929865,181243
arets,5.95845920640471,0
arett,4.99281745236426,0
argal,4.04657700463967,0
argan,3.96768382199035,26269
argil,4.80655070706953,0
argle,5.28022644030053,0
argol,4.79777809385229,0
argon,4.71056369309869,760267
argot,5.00728311348093,51766
argue,4.94117957742255,8353605
argus,4.8281882791595,2172332
arhat,4.47194596722213,28698
arias,4.84540070178981,701697
ariel,5.67806488476583,2731662
ariki,3.87265361853289,46804
arils,5.56044868529736,0
ariot,5.36169351675278,0
arise,5.77743632938271,8337093
arish,5.23425354670898,45447
arked,4.93354959293759,0
arled,5.42276613789471,0
arles,5.87010411435777,495534
armed,5.14659828986176,13866785
armer,4.60884703029338,48949
armet,5.49193041601791,0
armil,4.85203270747455,0
armor,4.22397628892369,6001844
arnas,4.68323929768865,0
arnut,5.00973349128222,0
aroba,3.98464235492812,0
aroha,4.3297454581638,51420
aroid,5.04751261840237,0
aroma,4.15872141755462,2018777
arose,5.74811070102829,2609029
arpas,4.39683497299515,0
arpen,5.17720396272258,0
arrah,3.67172348577752,0
arras,4.0859314024695,163483
array,3.28023287723404,25150016
arret,5.16395463098829,0
arris,4.84923539366461,70170
arrow,4.02842269331988,11563142
arroz,3.64962732073082,110715
arsed,5.55450081208026,125628
arses,5.20039214609074,82425
arsey,5.24214835668977,0
arsis,4.76089885332149,24659
arson,5.20628252633619,989351
artal,4.52702666698176,0
artel,5.69007759191181,29896
artic,5.06042070489965,431117
artis,5.643370756135,394835
artsy,4.97600027706293,333481
aruhe,5.16745657537345,0
arums,4.89357779766973,0
arval,3.84170271104659,17215
arvee,4.50748330131819,0
arvos,4.94596579906912,0
aryls,4.94855215349273,0
asana,3.47935356892973,175243
ascon,4.63690332548405,12971
ascot,4.93348746575734,888745
ascus,3.89633263365091,37312
asdic,4.5516052685749,0
ashed,5.07120040980516,0
ashen,5.16601144805622,184747
ashes,4.70323529357791,3011008
ashet,5.4157394786553,0
aside,5.30220770324311,11768649
asked,4.73585129292331,75532722
asker,5.02878222837224,948596
askew,4.43301010196684,473664
askoi,4.23381376272725,0
askos,3.90488318261758,0
aspen,5.02873684959029,4626441
asper,5.22941222807146,84389
aspic,4.3811085753205,54553
aspie,5.16014780196451,0
aspis,4.14539092164895,0
aspro,4.79126648790334,70422
assai,3.37599363485353,54173
assam,3.12266147840198,803070
assay,2.98875917311897,3855224
asses,4.13582044226199,4583177
asset,4.93862379198642,18178753
assez,3.84321511046035,83499
assot,4.48515376676376,0
aster,5.67600899202425,718311
astir,5.35938291048913,51145
astun,4.75938979249189,0
asura,4.12921771730228,54205
asway,3.27136121568971,0
aswim,4.19531384821335,0
asyla,3.67095848968813,0
ataps,4.42110316338791,0
ataxy,3.17908442986168,0
atigi,3.9774823389018,0
atilt,4.64818502807942,0
atimy,4.38308173265075,0
atlas,4.66556374551058,12221120
atman,3.97919086967603,173626
atmas,4.35177458764833,0
atmos,5.06052519960541,488481
atocs,5.2706517366462,0
atoke,5.0982253489792,0
atoks,4.97173541535838,0
atoll,4.54606927061124,908471
atoms,5.122872845965,4375988
atomy,4.4041627158091,0
atone,5.55715146799341,152901
atony,4.71957672331431,0
atopy,4.37098679155689,66364
atria,4.59527327907719,279451
atrip,4.99847845178008,0
attap,3.3181460588442,73826
attar,3.92808881484309,86729
attic,4.16968762840151,3347389
atuas,4.47414341309813,0
audad,3.01824275808719,0
audio,4.38304386502747,127014703
audit,4.74229543017399,20786243
auger,4.9376074225615,678597
aught,4.23975107027862,207367
augur,3.77368365222507,120764
aulas,4.31073854442747,22980
aulic,4.45402710669312,0
auloi,4.44831519064322,0
aulos,4.99848778123537,26850
aumil,4.4236706015414,0
aunes,5.38010934055736,0
aunts,5.11328991915778,609018
aunty,4.32028060778473,239524
aurae,4.64633522939065,0
aural,4.20884516656215,744671
aurar,3.57699524828417,0
auras,4.52299529762898,134666
aurei,5.20377036838898,0
aures,5.62933410890039,0
auric,4.67421934589798,79392
auris,5.23914608305912,34496
aurum,3.70830616927536,141480
autos,5.16057805864745,9798008
auxin,3.84942598790765,154606
avail,3.80363742066431,3902711
avale,4.24729317107187,0
avant,3.90129636248551,2710283
avast,4.1414432672561,449613
avels,5.07380706426322,0
avens,4.97840510061618,43203
avers,5.1850928308387,109324
avert,5.05481587022725,767435
avgas,3.59375420785494,40092
avian,3.6743111305727,2877167
avine,4.80923548949002,0
avion,4.27181260561734,581489
avise,5.05435271680241,40613
aviso,4.49890036550557,354132
avize,4.03116625816778,0
avoid,4.23912223072699,36508203
avows,4.30429599058041,12784
avyze,3.3791606006497,0
await,4.1300799027422,1745587
awake,3.81482888427599,3230337
award,3.91897309926331,59652161
aware,4.5430579226409,25700328
awarn,3.96495897078287,0
awash,3.92564005791173,274221
awato,4.02248934252213,0
awave,3.7051892580586,20063
aways,3.59597020208951,400767
awdls,4.6119931069093,0
aweel,4.37655341191259,0
aweto,4.89807655664896,0
awful,3.66680242206354,5217370
awing,4.0483466241727,0
awmry,3.86910458950685,0
awned,4.7236635829986,19334
awner,5.04608042422852,0
awoke,4.47258557796266,688520
awols,4.94448253230999,0
awork,4.33198327038608,0
axels,4.90257165951795,33994
axial,3.57051663213363,1685087
axile,4.78530276006656,0
axils,4.65410887567585,29666
axing,3.7258093360594,53425
axiom,3.80953017170344,1495473
axion,4.09276378972037,276049
axite,4.89103950176082,0
axled,4.43674184528713,0
axles,4.93114510054653,647257
axman,2.98271098091055,0
axmen,4.19576841530555,0
axoid,4.05687056343409,0
axone,4.62513185941542,19386
axons,4.56064096533479,385758
ayahs,3.91079688708284,0
ayaya,2.00332214026419,0
ayelp,4.45710224004501,0
aygre,4.72522501689421,0
ayins,4.77739288999772,0
ayont,4.72826083109117,0
ayres,5.37079891695551,606243
ayrie,5.12401008144968,0
azans,3.72714396021172,0
azide,4.45613034622661,254983
azido,3.87054467508562,28802
azine,4.57708173264856,0
azlon,3.98643686544418,0
azoic,3.8642744595695,0
azole,4.66243194363858,41201
azons,4.49476318114859,0
azote,4.79620132824342,12841
azoth,4.2595464317284,0
azuki,3.20656208639466,13449
azure,4.50141696192423,1042257
azurn,3.99203834928926,0
azury,3.57193383796823,0
azygy,2.25026842372221,0
azyme,3.67323688006945,0
azyms,3.50806962972124,0
baaed,4.15999120194769,0
baals,4.23914134812181,0
babas,3.29242054595905,19694
babel,4.1626320410969,1047472
babes,4.4764510299957,27016030
babka,2.35720395483058,22606
baboo,2.87538524074188,16716
babul,3.44043857453741,22216
babus,3.74908878901239,0
bacca,2.73984521365704,18209
bacco,3.54522532279895,161419
baccy,3.07454313224893,0
bacha,3.36047153713429,25536
bachs,4.47559177683609,17081
backs,4.09880095312638,4797208
bacon,4.26385458656239,5385205
baddy,3.10228148745274,15679
badge,4.44865869022501,6145138
badly,3.93570796854574,5290145
baels,5.31755643731515,0
baffs,3.4853937555414,0
baffy,2.65827416855547,0
bafts,4.55087351605607,0
bagel,4.66267272803492,792721
baggy,2.87778060170069,419677
baghs,4.31214861131803,0
bagie,4.7412562495593,0
bahts,4.85730742633997,100220
bahus,4.44545871789022,0
bahut,4.32620837994411,0
bails,5.08021977312544,149105
bairn,4.84436115916264,34786
baisa,4.09892760413316,0
baith,4.75818364866846,14124
baits,5.21693385753843,669063
baiza,3.02236091725198,0
baize,4.30216135637595,48414
bajan,2.93095528237858,42864
bajra,3.15588373546058,0
bajri,3.84509360285083,0
bajus,3.79818081367916,0
baked,4.30112753141697,4716100
baken,4.40473765021677,16235
baker,4.63677688257057,14862470
bakes,4.78070844753871,173816
bakra,3.4578570123019,0
balas,4.15366817781279,68596
balds,4.63859225664785,0
baldy,3.860357545967,261017
baled,4.80252709980464,78514
baler,5.13020843300487,153800
bales,5.29467203369113,712551
balks,4.33564960811361,62743
balky,3.55405614983472,24948
balls,4.17769803915696,13683840
bally,3.35623297181369,884078
balms,4.52380884282401,256614
balmy,3.73092291576387,210906
baloo,3.74252139283526,94508
balsa,3.9401205198743,485561
balti,4.64818868345546,137642
balun,4.21842928996509,106049
balus,4.59678066157452,0
bambi,3.24956446155435,787833
banak,3.27407968630971,0
banal,3.77821606852178,260129
banco,4.33113524411606,1182286
bancs,4.63424974693611,16230
banda,3.51452344862714,1187929
bandh,4.22998008600527,43780
bands,4.60550131203044,20842378
bandy,3.83591760828531,238539
baned,4.79899038669657,0
banes,5.24881744956595,93807
bangs,4.41013247020692,1154062
bania,3.7767769223097,26516
banjo,3.66775569566654,1940675
banks,4.28248191964084,30582183
banns,4.0804778208619,145651
bants,4.99990490947175,0
bantu,4.34562791314972,215030
banty,4.22165313615943,0
banya,3.15176374678974,62734
bapus,4.27199131131079,0
barbe,4.39574109389858,111899
barbs,4.22215602941829,274090
barby,3.41477141417316,70276
barca,3.83176546421665,340426
barde,5.05403844404839,14315
bardo,4.58366053788875,96541
bards,4.86873173680738,285757
bardy,4.10331470087057,0
bared,5.05892081814769,186940
barer,4.50655758139142,86373
bares,5.49805639388754,216791
barfi,4.11839008009271,15384
barfs,4.53513240750425,22116
barge,4.85230343835948,1319916
baric,4.56440143919111,41654
barks,4.56655149312226,431387
barky,3.79894254334565,20516
barms,4.74203897592896,0
barmy,3.9620910031601,75129
barns,5.04855017198325,1223270
barny,4.27406718472897,29190
baron,4.7077479979099,3504549
barps,4.71956199498952,0
barra,3.31843589596746,656133
barre,4.59945051069703,1839524
barro,4.13066259500148,145814
barry,3.62146061820199,12921548
barye,4.72730688180077,0
basal,3.99519775555406,1821739
basan,3.90016088499323,0
based,4.96131339240099,252405204
basen,5.07061274108111,30386
baser,5.27399880368677,62041
bases,4.58401333672314,8663363
basho,4.505701037574,137891
basic,4.46516312893038,84840226
basij,3.93251161042431,0
basil,4.78354386333191,2757419
basin,4.67099126985056,10544774
basis,4.18572866459156,59901425
basks,3.60078101499263,33223
bason,4.61603209729969,25169
basse,4.48816416925584,317589
bassi,3.90650088290298,178307
basso,4.00912538557311,387021
bassy,3.5139456779074,39488
basta,4.09169619746409,306217
baste,5.35834719519451,95369
basti,4.79038690188251,61685
basto,4.87822291058382,29914
basts,4.3106325001668,0
batch,4.38500312487952,7835050
bated,4.95892784293225,65650
bates,5.45313943897463,3503755
bathe,4.99084549680811,494252
baths,4.79719358802541,5707960
batik,4.32103292883139,648561
baton,4.66465728626601,4229776
batta,3.23624654526546,19422
batts,4.36070553247088,189079
battu,3.68655050814313,0
batty,3.5673066568719,416010
bauds,4.43031975812064,0
bauks,4.14615370251525,0
baulk,3.87674814472408,31004
baurs,4.85692803305343,0
bavin,4.00489727166309,0
bawds,4.2234298896229,0
bawdy,3.43642535419707,160667
bawks,3.90465177219722,0
bawls,4.47072266511394,57450
bawns,4.40193890794182,0
bawrs,4.64980408172856,0
bawty,3.80292419542469,0
bayed,4.33532027823563,14407
bayer,4.67189975751542,1825243
bayes,4.79135482014399,569591
bayle,4.55026310752056,119261
bayou,3.69854049059212,1397958
bayts,4.55094787920532,0
bazar,3.24173980573932,365968
bazoo,2.88805561714004,0
beach,4.56322053046316,105642682
beads,4.97314070378692,10825324
beady,4.19766286825539,87974
beaks,4.65470328152016,145800
beaky,3.8784694230133,22734
beals,5.23492397113308,229428
beams,4.84432979475701,3032813
beamy,4.06706476906963,0
beano,4.80197057747479,358497
beans,5.15226601011813,7607524
beany,4.34721509805865,46499
beard,4.93638080307299,3166516
beare,4.61782313602684,118875
bears,5.37675004180702,22926868
beast,5.2697957130657,14787561
beath,4.91718558829243,25518
beats,5.36763358391804,6367861
beaty,4.60206350663284,209357
beaus,4.89031242580983,21947
beaut,4.7889802715305,160328
beaux,3.80217853363349,425302
bebop,3.42618773359255,1000401
becap,4.18018436266433,0
becke,3.36334099933069,33592
becks,4.16591471260359,215169
bedad,3.84525940142106,0
bedel,4.03402705845048,17484
bedes,4.27168399571335,18687
bedew,3.5263147995731,0
bedim,4.19815410023051,0
bedye,3.43813742605754,0
beech,3.78435608728058,2327119
beedi,3.82345646175202,0
beefs,3.90547525848104,106016
beefy,3.06359071501637,366863
beeps,4.06454766980939,311081
beers,4.60329435055057,2633610
beery,3.81296173649828,90230
beets,4.61476361551779,439436
befit,4.42562621011385,31021
befog,3.74586489674093,0
begad,4.28016361024174,0
began,4.3316044326163,38269468
begar,4.66590861883511,0
begat,4.58488725891304,191296
begem,3.48725430013084,0
beget,4.01653154593407,119815
begin,4.2831251691388,45434902
begot,4.47256210089215,60965
begum,3.64832425559329,134200
begun,3.92379426083656,8636352
beige,3.9130002995413,4288534
beigy,3.93849309807959,0
being,4.29462564271033,242783091
beins,5.04605108819168,0
bekah,4.14869725373344,51673
belah,4.68964610107123,0
belar,4.9981973317304,0
belay,4.31086203342757,297360
belch,4.33081532574796,115135
belee,3.567835872961,0
belga,4.31785056057661,126913
belie,4.31275830723847,103562
belle,3.47148443446474,5820002
bells,4.27540080008282,4743841
belly,3.44265082515916,7346354
belon,4.5830573207115,0
below,4.17575109244946,145701629
belts,5.12094562358479,5651790
bemad,4.35406204372795,0
bemas,4.82563507973924,0
bemix,3.64668335354439,0
bemud,3.89965676825445,0
bench,4.26056281047292,8992211
bends,4.6699999436902,1010930
bendy,3.88735286620805,92458
benes,4.41291320692413,97606
benet,4.34401535413597,226135
