word	expected_entropy	frequency
simis	3.4961	0
nexts	4.66059	0
wyled	4.07108	0
claut	4.79851	0
chams	4.76243	15375
fraus	4.79373	0
claes	5.57619	215104
gyoza	3.24748	30716
berth	4.90145	1056010
velds	4.54384	0
avion	4.27181	581489
braks	4.57303	0
treen	4.99896	57141
eathe	4.68674	0
dowse	4.90389	52031
kuris	4.63909	0
matts	4.4864	229482
hayed	4.64524	0
unwed	4.13899	125824
cryer	4.01492	158006
treat	5.00062	19442315
blend	4.46196	9680982
skelf	4.36247	0
rhyta	4.54276	0
shtum	4.48224	0
serre	4.36073	381425
minny	3.22904	26097
hamed	4.82935	140687
hotly	4.50619	364264
imshi	3.45185	0
fices	4.83667	23311
backs	4.0988	4797208
gnawn	3.28211	0
kalpa	3.27019	32933
hokes	4.98911	50451
krais	5.08646	0
teach	5.21068	19079783
tiges	5.48402	0
saice	5.62694	0
somas	4.44058	51354
elder	4.41518	7299470
grass	4.48121	12868953
wizes	4.39381	0
demos	4.88985	4984806
hadji	3.77745	71389
yuans	4.57056	0
ecrus	4.89706	0
swain	4.78391	779597
deash	5.16404	0
axiom	3.80953	1495473
vants	4.87673	0
carrs	4.72417	150212
bubal	3.35837	0
tules	5.51991	21888
glebe	3.8552	371095
cheth	4.14351	0
hires	5.66456	1845244
lurgy	3.87793	0
kaiks	4.07434	0
lucre	4.919	88448
tronk	4.85143	0
bayle	4.55026	119261
winey	4.32625	28737
guyse	4.28833	0
hulky	3.4196	0
tride	5.52882	0
trill	4.64962	172713
cacao	3.29311	331714
favel	4.33518	0
ripes	5.36358	0
redia	5.09475	0
smelt	5.30262	301053
loser	5.63745	2529180
jocky	2.87739	0
nemns	4.18968	0
loppy	3.28564	0
sowne	5.14679	0
eerie	4.11803	772484
titch	4.0917	32945
houff	3.17753	0
zeals	4.85932	0
twite	4.4222	12984
login	4.58059	144200144
maire	5.43652	156974
meres	4.77608	45920
giber	4.68899	0
maras	4.51818	38116
mafic	3.9351	115622
nurrs	4.2452	0
akees	4.57535	0
milko	4.08848	36029
lazes	4.94559	0
tatou	4.24243	27138
doups	4.46963	0
bedel	4.03403	17484
owned	4.48217	35050234
twilt	4.08587	0
seven	4.21876	44224906
tenes	5.07935	14470
hence	4.19177	14992334
vaute	4.84727	0
spugs	3.44717	0
whows	3.82315	0
alkos	4.74493	0
mechs	4.66245	208732
burly	3.8365	250632
savey	4.64988	0
micht	4.31922	27736
spick	4.01608	25431
kavas	3.52446	0
deeve	3.19562	0
crepy	4.27777	0
queys	3.81824	0
swept	4.7752	2612095
clomp	4.05874	0
cloys	4.56264	0
capon	4.46237	113985
frise	5.11743	203691
rarer	4.14634	296244
roded	4.56664	0
ohias	5.16781	0
spicy	4.09544	3170817
broch	4.42486	77996
poted	5.042	0
heedy	3.67369	0
smout	4.85335	0
pyral	4.24178	0
luach	4.53138	0
jinne	3.68031	0
pongo	3.38044	89517
mamma	2.12401	1368416
cills	4.33498	0
bitty	3.4838	409188
poets	5.45863	4248574
unsod	4.35159	0
grrls	4.24961	38041
gnows	4.31527	0
crusy	4.30371	0
homme	4.13344	1967874
blade	4.82342	11527988
oyers	5.0469	0
crout	4.96697	14132
parrs	4.54283	28948
myxos	3.51679	0
ribby	3.17982	18650
rotte	5.04139	0
ghyll	3.11397	123412
magot	4.57624	0
goose	4.50523	3739382
lefte	4.2593	0
blahs	4.70649	68598
whata	3.86107	21828
punga	3.8046	0
amove	4.49829	0
oaths	5.25919	483079
quipo	3.41741	0
ryals	4.91336	38933
byded	3.27939	0
imide	3.94765	25264
wenny	3.31557	0
linac	4.62498	331196
stoic	5.08981	272080
spane	5.33058	0
dizen	4.19564	0
pecan	4.59226	1118027
spang	4.44279	41109
cornu	4.71687	45380
delfs	4.64111	0
kants	4.91566	0
linum	4.22872	41894
oaker	4.98547	0
weeks	3.89921	73571749
linin	3.28495	15768
tuktu	2.66904	0
linen	4.47961	4960413
socas	4.51901	0
sists	3.95724	58962
emirs	5.165	0
ramal	4.03683	0
stour	5.21187	149756
coomy	3.32286	0
roker	4.28608	178208
ramus	4.88309	84582
cooey	4.0372	0
decor	4.84391	12098868
execs	3.70466	676432
vexer	3.36518	0
aroba	3.98464	0
cable	4.86947	70082598
liens	5.52034	1947603
cocas	4.39659	0
yawps	3.95202	0
charr	4.35473	50499
yodhs	4.39901	0
barye	4.72731	0
liber	5.02411	402617
sight	4.73204	13360499
thumb	3.81862	7284386
metif	4.47513	0
fauts	4.82177	0
hygge	3.32684	0
polts	5.12555	0
gimpy	3.33179	46387
thump	3.95349	456603
berms	4.79289	147739
yahoo	3.52987	155733641
mates	5.56503	2878121
thowl	4.4962	0
hydro	4.17941	3725464
enfix	3.51801	0
mites	5.43327	798205
geats	5.46845	14738
files	5.09661	125524478
richt	4.7277	69978
cuish	4.57102	0
fleys	4.401	0
fleam	4.35483	0
paver	4.72743	231018
isles	4.69177	3443470
beins	5.04605	0
jutty	2.71486	0
wrapt	4.66437	23332
manky	3.64102	19299
tapet	4.69078	0
mangy	3.72236	55682
yabas	3.61001	0
timps	4.73115	0
honor	4.25134	16787246
zoril	4.40763	0
yfere	3.75882	0
snabs	4.09541	0
warms	4.74879	474877
lapis	5.09014	605210
axone	4.62513	19386
noxal	4.19383	0
lamps	4.64226	11000656
krans	4.98566	0
sutra	5.23105	1580071
mumus	2.8928	0
gucky	2.9093	0
turps	4.94393	0
bourd	4.32253	0
dobie	4.78678	162980
fundy	3.25037	234370
swang	4.34266	19816
ranga	3.82673	116731
wairs	5.21422	0
bunjy	2.69593	0
ratio	5.22965	26457942
mummy	2.00415	1878933
imply	3.57211	4491299
cauls	5.017	0
rater	5.01897	325717
calif	4.36301	766201
innit	3.41071	119107
ratas	4.9113	0
saids	4.59606	0
rooty	4.12638	66186
gaols	5.22009	15170
peavy	3.9361	105530
sleet	5.16262	305148
rahui	4.62914	0
borel	5.16859	245222
haars	4.70584	0
noles	5.53976	55380
mohua	4.23983	0
calms	4.8026	242513
daals	4.47283	0
bores	5.43559	289979
auger	4.93761	678597
trock	4.67771	0
mongo	3.40674	194449
visas	4.0006	2876354
prise	5.30593	322565
puces	4.73263	43865
actor	5.03344	16282891
frees	4.60267	888094
price	4.97634	501651226
syver	4.51027	0
huffy	2.48579	225112
trims	5.2768	1070444
dicot	4.65883	89663
rimer	4.36878	39811
yirds	4.63722	0
opahs	4.7846	0
skite	5.28436	0
dynes	4.69626	68914
suave	4.8975	336960
ettin	4.39187	0
sclim	4.49674	0
rurus	3.49957	0
flits	4.8957	40623
dawed	4.00184	0
avast	4.14144	449613
dewed	3.14487	0
redry	3.84515	0
earns	5.63338	1661937
tatty	3.36138	130077
tenno	4.5592	15372
dawah	3.51902	48953
grege	3.63148	0
jiggy	2.31758	141701
munga	3.81762	0
milty	4.29274	28755
douar	4.8665	16014
shoji	4.18489	231018
datto	4.30004	18838
pants	5.11602	16774383
hollo	3.34033	23109
horny	4.54529	12363955
sasin	4.51475	15556
mutes	5.12843	153707
ephas	4.8948	0
lakin	4.4683	187040
cyano	4.3416	98740
apers	5.42116	39349
leech	4.20899	698609
alert	5.64575	32472727
crees	4.94976	79672
wagon	4.13518	5198530
gothy	4.11723	0
mouse	4.99675	33667003
sease	4.37811	16912
daker	4.88516	0
lipin	3.73262	0
chile	5.02854	14372798
divos	4.42392	0
ligne	4.87027	1303464
chons	4.9601	0
tumpy	3.61945	0
embog	3.73402	0
gamut	4.30064	553397
smith	4.88087	63357901
venue	3.70052	14204074
hushy	3.18666	0
chits	5.09458	30328
clits	5.19032	1037485
fazed	3.90102	102487
sadly	4.6071	3905175
dupes	4.74929	123989
gadjo	3.69074	15707
annul	3.80735	146490
arere	4.36189	0
retax	4.76264	0
trape	5.54715	0
ponts	5.08787	59617
kynde	3.8317	0
easle	4.92174	0
hoved	4.46891	0
tared	5.695	0
avers	5.18509	109324
hexed	3.53168	28804
avert	5.05482	767435
grubs	4.24722	155690
vibes	4.60665	1073710
murra	3.86094	21261
sword	4.77745	8835685
addio	3.78841	54645
niefs	4.88291	0
teind	5.23285	0
fusil	4.29288	13517
pauls	4.84823	865212
coxib	3.64731	0
daube	4.53191	18929
tares	6.12614	71332
coupe	4.58222	4874541
derig	4.80127	0
heron	5.09821	1576813
blain	4.55168	185777
gored	5.10297	73382
ohmic	4.20767	114621
bussu	2.62413	0
koori	3.81114	63946
perky	3.95338	1360009
daunt	4.75633	38855
talcy	4.59509	0
yufts	4.00726	0
palmy	3.82678	27941
stond	5.09951	13934
yucks	3.55036	0
goops	3.85038	22403
input	4.26282	57191675
slake	5.18994	54463
liths	5.08584	0
aedes	4.88638	173718
vlogs	4.35843	103682
stilb	4.88621	0
poxed	4.14767	0
wigga	3.25097	0
weepy	3.22238	66392
stroy	4.86981	33541
shakt	4.87956	0
sippy	3.44416	100939
chasm	4.61454	517410
porch	4.56846	3420626
sigil	4.10121	118090
vertu	4.55799	363403
vades	4.97154	0
dikas	4.63798	0
civvy	2.73774	0
chaos	5.09773	8690268
yetts	4.3575	0
suite	5.54903	44829675
rello	4.48978	0
ouija	3.81356	196199
aggri	3.77369	0
reign	4.8482	3505605
gemmy	3.06295	53707
trews	5.37356	51842
reist	5.69776	19118
agape	3.99094	414471
suits	4.58009	7986526
octas	5.14178	0
mawky	3.25329	0
tholi	4.93693	0
nicol	4.54694	454397
cigar	4.71894	3993843
appui	3.33503	68595
thrip	4.81151	0
kulan	4.09492	0
kiddy	2.86876	286716
timid	3.93182	657204
recap	4.74139	2861982
honda	4.60446	18261029
dreck	4.3787	76098
donna	4.02047	8058734
mends	4.7784	68803
dress	4.70762	27318959
lemme	3.43342	382355
tamal	4.17911	23048
dregs	5.04639	175993
belly	3.44265	7346354
purse	4.99363	5488891
crake	5.00286	107613
teaed	4.94375	0
lurid	4.70616	226354
sards	4.65883	65552
lames	5.42915	23839
peace	4.36207	47856201
graip	4.51383	0
lammy	3.37634	53504
gauss	4.09604	798776
crass	4.67031	408565
nanna	2.49141	115892
waist	5.09815	5013500
welly	3.4179	108557
coset	5.5629	87359
pruta	4.68599	0
wince	4.59	717079
caums	4.64485	0
dobro	3.74323	299212
lytta	3.76955	0
pulao	4.36107	0
inker	4.65313	103849
gaffe	3.73902	132748
dural	4.69378	162445
excel	3.38411	14133468
troth	4.58624	79632
cardy	4.38343	61530
adunc	4.13478	0
posed	5.06692	3604888
deair	5.35113	0
arvos	4.94597	0
wingy	3.44486	0
jolly	2.94838	2522092
pronk	4.28153	68612
lifer	4.90529	124674
revet	4.37316	0
hynde	4.262	55766
flood	3.49104	13979267
kinas	4.72846	16886
resty	4.99972	0
ackee	3.99468	0
repot	5.10594	69544
profs	4.60308	352040
prill	4.06437	24775
jembe	2.95411	0
bevel	3.62186	571985
pized	4.01312	0
flock	3.68962	2585098
nimps	4.35984	0
nided	4.22326	0
yelks	4.32624	0
kebar	4.49033	0
tense	4.94916	2320926
furth	4.29319	83270
cymol	3.81986	0
aspen	5.02874	4626441
mirky	3.80183	0
houts	5.00942	18304
drift	4.57949	3889505
kayle	4.45493	33741
crena	5.14653	0
miler	5.12485	211732
melas	5.2383	64255
burro	3.72769	178515
furls	4.53026	0
fades	5.03597	881747
spook	3.5464	318653
shock	4.36977	14850388
dolci	4.46788	102168
kloof	3.09332	108906
slime	5.28839	869502
llama	3.1003	1033922
phage	4.69575	638631
oshac	4.49219	0
lanks	4.7346	0
tumid	4.39372	0
rover	4.21016	8537021
alews	5.17825	0
dooly	3.61557	62871
roves	5.20131	21191
teels	5.11603	0
wedge	3.58657	3162851
cloke	4.59831	36907
beany	4.34722	46499
odism	4.49378	0
chowk	3.63963	166142
danks	4.53077	55601
glike	4.47926	0
towze	4.34407	0
choon	3.89104	114436
buffs	3.00657	614179
raile	5.69901	0
ligge	4.14473	0
moron	4.00155	1017416
wedgy	3.60243	0
cajon	3.98357	655061
briki	3.26606	0
total	4.59479	222649459
tyres	5.39835	2510350
ureal	5.14185	0
potoo	3.22385	0
totes	5.20706	1344312
bodge	4.39972	24225
girns	4.93173	0
briks	4.45214	0
moory	3.71798	0
igloo	3.52266	397625
kutch	3.80351	67973
upled	4.39898	0
moils	5.15842	0
ovoid	3.46854	105072
banda	3.51452	1187929
fetts	4.35782	0
aiyee	4.41355	0
eclat	4.97637	123738
gunge	3.67121	22183
aswim	4.19531	0
fatty	3.49301	5363547
snowy	4.14951	1631719
sorda	5.25673	0
scapa	3.84	113533
cunei	4.64102	0
onion	3.25359	6384730
apode	4.88645	0
praos	5.24745	0
rusty	4.47255	2780895
fanny	3.16912	1516099
gynos	4.17649	23629
bends	4.67	1010930
rushy	4.10582	0
benty	4.27805	0
domic	4.23315	0
suber	4.95481	80439
ahing	4.45282	0
gungy	2.72961	0
laika	3.83619	190917
nudie	4.72388	147669
perdu	4.42293	91173
tills	4.75392	100375
scatt	4.58799	0
skatt	4.31597	0
pardy	4.20776	19729
perdy	4.26314	0
emove	3.60474	0
oncet	5.02496	0
quops	3.80379	0
unsew	4.47676	0
hards	5.15728	101311
kofta	4.16157	0
linga	4.37114	46335
hardy	4.40418	4748572
miaow	4.26546	38898
mvule	4.13556	0
judos	3.90766	0
tices	5.5952	122984
laics	5.28494	0
mylar	4.29445	698551
mosed	5.06081	0
named	4.83734	34099544
raser	4.98127	55216
mucro	4.25302	0
dally	3.56375	142954
stock	4.54833	176295589
dinge	4.60007	54467
catty	3.86498	107679
hefty	4.11342	905281
spado	4.69592	0
canns	4.36219	0
azurn	3.99204	0
lingy	3.86744	0
ukase	4.80992	0
sided	4.63552	4982500
gists	4.27927	46570
brane	5.20435	468538
chado	4.58088	31119
neive	3.97047	0
yawny	3.12152	0
mizen	4.10632	18393
yites	5.26382	0
sides	4.79418	17269191
metol	4.92807	0
plume	4.35355	1269109
maneb	4.60225	23912
firms	4.45979	25497302
upsey	4.23571	0
curli	4.531	0
lolls	3.81702	0
relay	4.81671	9275052
ainga	3.69897	0
toffy	3.33233	0
snath	5.1746	0
fuzzy	1.69836	5241931
runts	5.07052	41260
adept	4.82199	1595303
minas	4.91135	455535
dotal	4.98519	0
levis	4.94011	734906
yummo	2.8911	0
piper	4.30643	3346631
daven	4.59036	61873
almes	5.40009	44838
atmas	4.35177	0
sarus	4.64071	0
serer	4.35663	0
routs	5.32533	62357
leare	5.03439	0
boxed	4.02774	5778226
ursae	5.42769	19152
unbid	3.85516	0
bundu	2.92	14525
pedal	4.7464	3763705
wheel	4.1225	25342937
galea	4.31404	84109
gaita	4.2015	16673
tears	6.04221	9274206
craps	5.01188	5943974
empts	4.67902	24450
shewn	4.74056	62884
dhikr	4.35572	31149
purls	4.74084	37194
kaing	4.09154	0
ranee	4.95458	20233
shews	4.21255	39148
aumil	4.42367	0
copes	5.15647	184788
paals	4.37117	0
quail	4.0297	1278967
gleed	4.13412	19458
hurts	5.03837	2956264
quays	3.72053	253791
fount	4.37637	135738
leafs	5.12962	1545582
safes	4.57998	1079012
ledgy	4.03324	0
lyted	4.61561	0
carat	4.61721	3398374
lilts	4.64796	0
fores	5.33025	105776
heads	5.25571	18400524
loved	4.63259	19719299
koaps	4.62788	0
proke	4.73853	0
trugs	4.94457	0
foray	4.30458	499808
clews	4.78861	71501
dills	4.29322	48131
scuba	4.14478	6366349
clegs	4.88827	0
proso	4.22287	39260
folky	3.4846	161177
zippy	2.25169	452440
breem	4.08279	0
gents	5.14601	1239020
prost	5.19513	161175
piccy	3.02474	32328
ulnae	5.01317	0
yirrs	4.15972	0
podia	4.43276	22060
genty	4.34348	0
famed	4.43465	1319098
pomps	3.79811	0
basil	4.78354	2757419
sibbs	3.22992	0
sowed	5.04461	113771
bases	4.58401	8663363
scraw	4.67467	0
slubb	3.49388	0
assot	4.48515	0
enact	5.08843	1263603
vulgo	3.61229	0
skirr	4.13495	0
shred	5.42481	851931
penni	3.84146	25022
sprig	4.57642	143773
earls	5.67516	649223
fural	4.38047	0
nucha	4.03606	0
loafs	5.01624	0
spina	4.76409	468643
pithy	4.05937	194285
tinds	5.11987	0
figgy	2.61963	28656
burst	4.68431	5147573
aecia	4.25798	0
slops	4.26108	25111
shops	4.11774	38241315
guars	4.96013	0
sprat	5.24889	69321
samek	4.89118	22569
biddy	2.99721	137910
gluts	4.74629	0
whits	4.83509	34854
sonny	3.95429	2004845
kokum	2.97536	0
cloth	4.73857	9764137
chode	4.79963	23345
spins	4.10683	1421064
shchi	3.79518	0
usual	3.91852	17044981
chive	4.39484	112120
inion	3.18289	20026
kohls	4.60636	118773
sirup	4.72113	29954
diver	4.64974	2452406
limbo	4.12496	847468
globy	3.6498	0
uncoy	3.6679	0
nomas	4.95398	0
urbia	4.3511	0
chirr	4.17407	0
oxeye	3.27243	0
cered	4.50999	0
clint	4.80977	2481872
brits	5.17572	1089837
dumbs	3.84428	0
vitas	4.91808	50443
smirs	4.37547	0
ovule	4.428	45073
zebub	2.5801	0
eorls	5.60897	0
estoc	4.87475	0
renal	5.24606	4494106
orixa	4.25068	0
pokal	4.27919	19613
neele	3.93809	0
targa	4.34341	547379
fanon	3.67184	90753
cutto	3.91726	0
foamy	3.88874	226531
fiqhs	3.6241	0
syker	4.56931	0
finks	4.05731	30098
tarok	5.00869	0
rusas	4.40309	23275
blase	5.19188	79486
telae	5.02333	0
rebar	4.27264	281535
needs	4.49618	123595776
reefy	3.58655	0
sooth	4.55932	141125
aiver	5.02428	0
apish	4.76841	0
murti	4.55849	39866
onlay	4.34652	24706
gazed	4.09465	555917
needy	3.67741	1636137
equid	3.75514	0
meath	5.04853	773366
zoned	4.32637	923678
setal	5.62747	0
drant	5.21169	0
zonae	4.60135	0
swops	3.77791	0
ewers	4.42015	48288
drabs	4.87293	16675
harms	5.04539	954384
swink	4.08548	60284
ashes	4.70324	3011008
alist	5.43944	270374
pilow	4.09675	0
katal	3.90358	0
coral	5.11569	8818272
count	4.74806	40345803
helot	5.12543	0
katis	5.06222	0
heirs	5.56521	1489908
stole	5.72475	2814273
corms	4.96021	48528
darcy	4.37717	1073638
corer	4.71537	96129
roneo	4.67185	0
deles	4.66777	0
cools	4.48221	659994
sdayn	4.39606	0
cater	5.56583	2092828
deids	4.52405	0
verve	3.31371	1218256
lunts	4.96051	0
boned	4.74788	385216
navew	4.27332	0
mucor	4.2727	22105
pound	4.20695	13620117
stott	3.97771	438727
erose	4.9313	0
mucky	2.95198	111308
dints	5.07971	0
sured	5.27634	134046
hikes	5.0021	1491709
mopes	5.06983	0
robes	5.35419	1600721
chain	4.75538	35928367
snyes	4.2479	0
chair	5.03636	40764005
rifte	5.08613	0
anigh	4.43107	0
smaak	3.67063	0
anion	4.07946	504530
ulpan	4.23525	26652
recce	3.69829	69037
moder	5.03647	133957
bobas	4.08239	0
nicad	4.48169	287230
viffs	3.1642	0
press	4.57508	179652730
ferny	4.1879	88255
facia	3.50357	351671
loids	5.18351	0
curer	4.30393	0
bardy	4.10331	0
alvar	3.8785	106564
ozone	3.62499	5865280
thilk	4.53727	14441
reccy	3.675	0
jacks	3.72496	2818856
fungi	3.45462	2000715
makar	3.71905	59116
ficus	4.2059	278867
bafts	4.55087	0
guids	4.42397	60857
frugs	4.19141	17289
sella	4.73581	143359
etape	4.5344	38928
styme	4.70342	0
servo	4.96481	1581719
karri	3.91262	89929
alane	4.72885	34667
cause	5.23223	65904680
intro	4.96957	11938092
rubin	4.22094	1889443
speld	4.85933	0
forze	4.23389	16078
quaff	2.48324	28987
comus	4.55836	55186
sally	4.04527	5933047
alary	3.98602	13261
gizmo	3.33711	811158
comes	5.17815	64256803
trona	5.39028	71439
arvee	4.50748	0
olent	5.24491	0
borts	5.21321	0
duroy	4.1288	0
sings	4.0197	2723225
daddy	2.68278	9211193
idled	4.18065	77146
blume	4.21077	421456
proll	4.15872	0
kinos	4.61374	0
neves	4.16021	151558
endue	3.86276	0
brers	4.55522	0
scoug	4.32498	13313
stair	5.60609	2012524
viand	4.34004	32735
marid	4.81232	29048
biped	4.43245	76820
fives	4.47882	433791
ettle	3.92753	0
idles	5.23168	50456
pomes	5.05852	56875
tripy	4.48875	0
omber	4.5509	0
meril	5.02752	0
floes	5.15589	47050
eared	4.75175	513815
maize	4.40606	2222076
tawts	4.42425	0
horme	5.09811	0
cymae	4.34589	0
jimpy	2.83651	0
milch	4.29065	80059
shush	3.27023	60031
slush	4.0219	389608
blimp	3.77965	263458
aargh	4.06577	71592
nears	5.6871	573618
blimy	3.68703	0
cymes	4.47911	0
horas	5.42351	255233
hance	5.05471	159430
dawts	4.81854	0
aeons	5.59588	92070
onery	4.66057	0
gonia	4.53183	0
novae	4.79681	198124
shoal	5.21039	435185
items	5.17274	330505325
bidet	4.91727	335335
novum	3.65284	154066
slice	5.39464	4628779
gonad	4.53192	95676
lanes	5.66317	5489762
hoody	3.44521	647288
doles	5.45534	76967
waded	4.03604	156095
swell	4.2296	2213445
cotes	5.64226	205184
brose	5.23666	60177
glows	4.46473	372911
quean	4.06144	0
antra	4.39223	14888
conks	4.47917	0
aunts	5.11329	609018
rewed	4.12695	0
gapes	5.07177	90458
muhly	3.65657	53624
chick	3.26953	7771502
hussy	3.32453	85775
cajun	3.74952	2262690
morel	5.26427	418685
valet	5.05267	2052690
seans	4.9724	14788
skyre	4.57161	0
jewed	3.15363	0
goban	4.1794	0
kerns	4.99903	197073
nalas	4.47143	0
ritts	4.78899	58502
pylon	3.87034	285153
agita	4.0213	0
tonal	5.24198	707113
pohed	4.71403	0
neemb	3.55483	0
yapps	3.57824	0
meson	4.84782	431998
benni	3.7427	124117
gruel	4.86646	82196
zupan	3.40135	58811
suede	4.47612	3941313
gynae	4.42031	29598
areal	4.75746	289091
snick	4.25698	23113
mpret	4.98775	0
acids	4.86102	8793940
agley	4.50388	0
janny	2.84011	48039
bekah	4.1487	51673
adage	4.11932	419158
anear	4.65938	0
banns	4.08048	145651
massy	3.63651	112352
grime	4.78739	514156
acidy	4.07477	0
haugh	3.54997	69060
cutey	4.46442	61070
rumps	4.25338	319557
lobus	4.60886	0
baker	4.63678	14862470
bahts	4.85731	100220
chynd	3.80098	0
grosz	4.13072	94226
epoxy	3.41259	1908076
yeast	5.23069	6083904
sente	5.01578	63099
yulan	4.11044	20249
zlote	4.69319	0
doser	5.45619	38761
drags	4.96501	518855
fugle	4.17284	0
emote	4.4453	168497
rowen	4.98034	101456
spaza	3.21505	41173
hello	4.25674	32960381
abyss	3.51188	1152408
botte	4.46809	24625
swigs	3.70565	22572
aegis	5.26013	1349788
rayas	4.20157	0
wekas	4.63966	0
bowel	4.53128	2666510
shark	4.9031	5904454
tacky	3.99301	519106
stoai	5.22517	0
torta	4.76157	93552
punks	3.959	585036
pacey	4.39236	120148
momma	2.99962	1609120
lieve	4.18174	98611
colls	4.42076	23740
bowat	4.3821	0
wiper	4.70526	1242341
oxime	4.12678	38389
yodle	4.72559	0
abaka	2.46381	0
abaca	2.8123	79841
webby	2.8084	605178
dunes	5.00984	2088285
tubas	4.79103	92891
verst	5.03683	0
abaci	3.52644	0
etyma	4.27596	0
nixes	4.69646	79192
jokey	3.55894	56949
trefa	5.08926	0
jarul	4.1742	0
chars	5.26992	1627316
kedge	3.46029	13079
farce	4.99323	727546
sulph	4.36197	47919
velar	4.83703	53837
gabby	2.82129	336756
plush	4.31706	4692870
pavid	4.04685	0
refel	4.19339	0
lordy	4.47918	88710
baize	4.30216	48414
mince	4.71595	328039
reifs	5.09128	0
ulama	3.62548	81258
miter	5.27771	450148
ident	4.96641	808896
snare	5.75583	1311615
films	4.3134	35200065
skeef	3.83216	0
curns	4.8515	0
refix	3.96667	0
pavis	4.52926	0
balks	4.33565	62743
hamza	2.85756	374290
mings	4.36097	16874
ainee	4.86818	0
knave	4.22051	149542
ocker	4.50175	36128
buzzy	1.78071	128866
gulfs	3.98514	53210
bless	4.33005	5477461
costa	5.16252	23702154
grate	5.50616	672155
waurs	4.90698	0
lesbo	4.78464	2606338
taata	3.07607	0
haver	4.91251	90916
skees	3.7409	0
salic	5.07941	0
gauje	4.08656	0
devot	4.50705	24904
untax	3.86283	0
saros	4.8963	38529
apage	4.03341	0
carob	4.60629	154818
mudra	4.3321	70259
apgar	3.74616	114178
bunny	2.77806	5730050
bykes	4.04804	0
damps	4.43263	23436
ratel	5.6314	16306
quash	4.02575	204823
range	5.10216	128314924
combi	3.92986	1465296
carom	4.72667	42604
gauzy	3.12021	43269
joram	4.10846	113213
emmer	3.39149	71525
leapt	5.20429	411241
dedal	4.24753	0
ammos	4.0952	0
axles	4.93115	647257
quags	3.89701	0
dirls	5.17451	0
ksars	4.1747	0
heavy	4.10058	37668153
calyx	3.49992	252215
stare	5.98448	1925618
uptie	4.81449	0
stang	4.93308	1081839
troop	4.28492	2609404
yirth	4.66067	0
kendo	4.27946	334180
stank	4.83049	100733
boody	3.13914	29996
sculk	4.07408	0
vigil	3.21409	1183443
akene	4.26179	0
besom	4.45794	42868
opals	5.02466	261351
blubs	3.58063	0
reame	4.62916	0
droop	3.78166	156194
argus	4.82819	2172332
james	4.61518	90535679
angas	4.04335	37853
blink	3.87327	5257629
pinta	4.69227	63584
edict	4.77552	382916
shute	5.2736	184885
lethe	4.53614	52069
tatts	4.17165	37602
panda	3.6153	3424825
toads	5.50969	402717
reais	5.75702	98337
skips	3.62943	555853
milts	5.04442	0
titty	3.26218	1023702
slove	5.0285	0
baaed	4.15999	0
ethyl	4.28827	1339385
grece	4.31276	47284
ruche	4.64223	0
sayst	4.28923	0
sluts	4.44512	8430809
furor	3.6169	177433
begot	4.47256	60965
feast	5.22402	4166016
meffs	3.67603	0
pends	4.78253	50346
takes	5.46435	57784233
panty	4.3218	3546636
hents	5.32457	0
chord	4.77564	3123447
limpa	4.21147	0
klutz	3.35202	195206
sagum	4.35238	0
elbow	3.9809	3484326
sweep	4.10299	3623863
splay	4.30147	124026
raise	5.80691	21099943
amnio	4.42867	26543
aboon	3.6739	0
chide	4.79692	66368
adyta	3.48076	0
uncap	3.8868	0
boyar	4.35916	24725
divot	4.33412	129847
limps	4.51533	51039
wifed	4.1942	0
goest	5.32986	54161
steme	4.65648	0
retag	5.13304	0
vined	4.46427	0
gerah	4.96977	0
clipt	4.54232	0
geode	4.17214	166060
kilim	3.26704	241699
geres	4.76593	0
lowes	5.25101	617732
ceros	5.44113	0
bated	4.95893	65650
viner	4.76988	124743
grund	4.14408	156242
renos	5.42773	21551
nieve	4.02776	108751
bakra	3.45786	0
meynt	4.40365	0
ogmic	3.82993	0
boggy	2.86302	125025
bench	4.26056	8992211
mavis	4.49562	466837
prank	4.36295	825027
parse	5.48418	3698919
traps	5.41481	3628684
riels	5.66602	23627
eeven	3.12603	0
grind	4.45679	2482307
drape	5.11794	484861
murva	3.91254	0
zygon	2.93678	15300
knobs	4.12134	2151258
teres	5.31882	54779
rownd	4.4227	0
haulm	4.33596	0
rumes	5.03282	0
halma	3.71734	40013
soled	5.48618	102946
myoid	4.01441	0
sworn	4.84611	2332355
orfes	5.14489	0
grins	4.90337	412096
couth	4.56573	0
swile	5.20696	0
stupa	4.66442	117550
goold	3.80767	70648
crips	4.8183	211540
owing	3.90985	2399321
aided	4.5082	3314916
twats	4.41723	156751
midgy	3.54108	0
dwale	4.83086	0
saner	5.78565	84491
dacha	3.57281	33545
lairy	4.81459	0
raves	5.2932	1368538
aides	5.55917	1614522
touze	4.55861	0
goody	3.2373	733518
emcee	3.23233	294621
spaws	3.83536	0
lubra	4.33309	0
fones	5.10604	56983
poulp	3.61095	0
diker	4.73635	0
poled	4.93189	35937
thuja	3.9001	113212
porks	4.65511	0
brain	4.75874	33612784
nertz	4.46666	0
rills	4.56282	27784
riced	5.02011	0
ziffs	2.87775	0
fuzee	3.03324	0
tsked	4.77344	0
runch	4.30431	0
gulch	3.91682	647573
manto	4.842	70350
layup	3.88892	1695143
